video_url,title,description,length,views,upload_date,related_tags,translations,speaker_name,speaker_profession,full_transcript,page_html
https://www.ted.com/talks/stephen_lawrence_the_future_of_reading_it_s_fast,The future of reading. It's fast,"Does anyone actually read research reports? Stephen Lawrence found that most research in the finance industry rarely gets a glance beyond the front page. Lawrence has dedicated his career to making research reports more digestible, using a refined mixture of machine learning, big data and good old-fashioned human insight.",,19101,2018-07-30T20:57:21+00:00,"['finance', 'machine learning', 'data']",,Stephen Lawrence,Machine kearning researcher,{},
https://www.ted.com/talks/michael_ringel_external_innovation_basics_from_an_r_d_expert,External innovation basics from an R&D expert,The bad news: the best ideas live outside of your organization. The good news: they don't have to stay there. Innovation instigator Michael Ringel has consulted for major corporations about the best ways to bring innovation into their companies and has a collaborative solution that any company -- if done the right way -- can tap into: external innovation.,,19023,2017-12-04T17:28:42+00:00,"['innovation', 'business', 'work', 'data', 'collaboration', 'cooperation']",,Michael Ringel,Innovation instigator,{},
https://www.ted.com/talks/kathy_vinokurov_challenging_the_perception_of_belonging,Challenging the perception of belonging,"What happens when you're Russian, grow up in Israel and work for an international pharmaceutical company in Germany? You end up with a multinational background that may be difficult for your peers to understand or relate to on a personal level. Materials scientist Kathy Vinokurov believes that we can break down these cultural barriers — using something as simple as a homemade cake.",,18884,2019-01-14T22:23:44+00:00,"['culture', 'world cultures', 'inclusion']",,Kathy Vinokurov,Culture collaborator,{},
https://www.ted.com/talks/drew_humphreys_how_machine_learning_can_teach_us_to_build_more_effective_teams,How machine learning can teach us to build more effective teams,"Former Marine Corps lieutenant Drew Humphreys knows a thing or two about leadership. Before joining the business world, he was a platoon commander in Afghanistan, in charge of 36 Marines fighting the Taliban and maintaining a vital supply route through Helmand Province. He had to reconsider everything he knew about being a leader when he was forced to divide his platoon and give control over to other commanders. It was then Humphreys realized the surprising connection between this successful decentralized management model, and how we manage machine learning in business. His resulting leadership strategy offers three lessons on building a more effective team that every manager can learn from.",,18757,2018-09-11T19:46:43+00:00,"['leadership', 'business', 'machine learning']",,Drew Humphreys,Leadership innovator,{},
https://www.ted.com/talks/carl_honore_why_we_should_embrace_aging_as_an_adventure,Why we should embrace aging as an adventure,"We need to feel better about aging in order to age better, says writer and activist Carl Honoré. How? In this spirited talk, Honoré offers a set of simple solutions to combat ageism -- as well as a host of trailblazers and changemakers who came into their own later in life, from artists and musicians to physicists and business leaders.",,18751,2020-01-27T15:37:32+00:00,"['aging', 'creativity', 'society', 'personal growth']",,Carl Honoré,"Writer, thinker, activist",{},
https://www.ted.com/talks/karen_armstrong_passion_for_compassion,Passion for compassion,"With the Charter for Compassion, Karen Armstrong challenged the world to bring the Golden Rule to the center of life. Learn about how her vision inspired Greg Fischer -- the mayor of Louisville, Kentucky -- to lead the city in fascinating new directions.",6:58,18533,2018-04-03T22:23:23+00:00,"['compassion', 'TED Prize', 'collaboration', 'global issues', 'cities', 'humanity']","['English', 'Español', 'Français', 'Português brasileiro', 'Suomi', 'Türkçe', 'العربية', '中文 (简体)', '日本語']",Karen Armstrong,Religious scholar,"{'00:01': ""As a result of my studies, I found a thread, that the essence of religion was compassion. That every single one of the major world religions -- Judaism, Islam, Christianity, Hinduism, Buddhism and Confucianism ... they all insisted on what's often known as the Golden Rule: never treat others as you would not like to be treated yourself. My wish was that you would get a panel of activists and together, we would craft a charter, a brief statement reminding the world that this is what religion is about."", '00:44': '[Great big story in partnership with TED]', '00:46': ""Narrator: They had a big idea to change the world. But they couldn't do it alone."", '00:53': ""(Voices overlapping) So, my wish ... My wish ... I wish ... And now, here's my wish."", '00:59': '[Torchbearers]', '01:01': '[Ideas in action]', '01:04': '(Shouting, fire crackling)', '01:06': 'KA: Our nations seem to be crumbling by the day. And this should make us uncomfortable. We\'ve all got huge problems in our cities. Problems of inequity and cruelty and violence. So, what can we do? What can we do to change things? Every city has to be compassionate. And people often ask me, what should a compassionate city be like? And I said, ""Well, a compassionate city should be an uncomfortable city."" One is Louisville, Kentucky, where the mayor, Greg Fischer, actually campaigned on the idea of compassion.', '01:46': '[Greg Fischer, mayor of Louisville, KY]', '01:49': 'Greg Fischer: When I announced compassion as a city value, it got a lot of attention. A city is a platform for human potential to come alive. Compassion makes individuals stronger and makes our city stronger.', '02:08': ""KA: People just can't call themselves a compassionate city, unless they've got a practical course of action."", '02:17': ""GF: So the questions then is, how do you bring compassion to life? How do you change the culture of your city? What if you could start at the beginning of a young child's life?"", '02:28': '(Clock ticking)', '02:48': ""My name is Megan Clem Mattingly. I am the Compassionate Schools Project teacher. Compassion is a very teachable thing. OK, I see a lot of friends who are looking ready. Every CSP class begins with calming and focusing. And then we have some sort of core practice that we're doing whether we're talking about self-awareness or empathy-building skills. We are starting at the ground level, we're building that foundation for our students at age five and up, to be more compassionate citizens."", '03:26': 'Kid: Leave me alone! MCM: Jeremy. Look at Miss Madeleine, Jeremy.', '03:30': 'Jeremiah: Just go, count me out.', '03:32': ""MCM: Jeremiah, we're going to try harder to get our self-regulation back, sir."", '03:36': 'Jeremiah: This is the second reason I hate my life.', '03:39': 'MCM: Jeremiah, come here, I need you to tell me more about that.', '03:42': ""MCM: Anger or frustration, which feeling was bringing -- Anger, I can tell. Look at your hands. So, before we talk about it, can you calm yourself down? No? it's hard to, isn't it? Can you try to make your hands look like mine? Look. Can you try to let go of that? Look at your face, I see a smile there. You're trying real hard to hang on to that anger."", '04:04': 'I see every day these changes happening in these students. And I have all the hope in the world that this project will change our education.', '04:15': 'GF: We define compassion as respect for each and every one of our citizens so that their human potential is flourishing, thriving.', '04:28': '(Many voices) Grant me the serenity to accept the things that I cannot change, the courage to change the things that I can and the wisdom to know the difference, just for today. Keep coming back, it works.', '04:42': ""GF: Hotel Louisville is a great example of how to think about a whole system of getting a person back on track. So it's a shelter for women and their families, but it's also an operating hotel."", '04:54': ""Cynthia Brown: Hotel Louisville was not just a women's rehab facility, it is a workforce program. We run the hotel, we do all the jobs here. Every job that one of us has has their own individual skills. It gets us a sense of responsibility, because we can put this on our resumes when we leave. I think the compassion really comes from the girls that are in the rehab because we depend on each other a lot. We need each other."", '05:32': '(Overlapping voices)', '05:41': 'If I was not here at Hotel Louisville, I would be sitting in jail, doing my time. I was given that chance. And I just -- I want to live, I want to live life.', '05:51': '[Remind yourself: You can do this You are a good person]', '05:54': ""GF: It lifts us all up to say, this is the kind of city we are, and this is the kind of city we aspire to be. And that any way we can help other cities and take us to even greater heights is what we want to do. It's this ripple effect; we're not perfect as a city, but boy, we're working to be better every day."", '06:12': ""KA: Here you have a city which is doing great things with compassion. Cities and mayors are going to play an important role as leaders of the future. I'd like to see a thousand compassionate cities in the next decade that remind the rest of the world what our duty is. Always treat all others as you'd like to be treated yourself."", '06:55': '[Share and sign the Charter for Compassion] [CharterForCompassion.org]'}",
https://www.ted.com/talks/michael_silverstein_the_future_of_food,The future of food,"As Asian diets increasingly shift to resemble typical Western palates, the food supply chain will be challenged to keep pace with the demand. Michael Silverstein reveals the trends in motion and offers strategic ideas on how to address these obstacles.",,18341,2017-12-01T18:33:30+00:00,"['food', 'world cultures', 'culture']",,Michael Silverstein,Food supply strategist,{},
https://www.ted.com/talks/viola_llewellyn_a_new_model_of_microfinance_for_africa_and_beyond,"A new model of microfinance for Africa, and beyond","Financial institutions often impose Western models of risk assessment, which are often ill-fitted for diverse global markets -- especially in Africa, a continent made up of thousands of ethnic and cultural groups and more than 2,000 languages. Fintech entrepreneur Viola Llewellyn is determined to properly tap into the continent's potential for wealth. Her firm, Ovamba, combines AI and local knowledge to develop custom risk models and algorithms, designed for Africa but applicable beyond. Llewellyn's work means previously overlooked entrepreneurs now have the opportunity to access vital capital to grow their businesses. ""In digitizing our future, we will preserve the beauty of our culture and unlock the code of our best wealth traits,"" she says. ""Becoming global citizens gives us a seat at the table as equals.""",,18340,2018-11-19T11:36:48+00:00,"['Africa', 'finance', 'innovation']",,Viola Llewellyn,"Tech and finance innovator, entrepreneur",{},
https://www.ted.com/talks/sandra_rey_pollution_free_lights_powered_by_microbes,"Pollution-free lights, powered by microbes","Designer Sandra Rey has found a way to channel one of nature's superpowers: bioluminescence. By isolating the DNA that causes some squids to glow, and introducing it into bacteria, she's created a light source that can glow for three days -- without generating the usual pollution caused by lightbulbs. Her idea is still in development, but Rey makes a spirited case that this is a bold first step toward changing the way we light our world.",,18027,2017-12-01T16:44:24+00:00,"['pollution', 'microbes', 'start-up', 'biology', 'design']",,Sandra Rey,Bioluminescence designer,{},
https://www.ted.com/talks/caroline_winterer_america_s_pursuit_of_happiness_and_why_it_s_gone_wrong,America's pursuit of happiness and why it's gone wrong,"We are so preoccupied with happiness that the Declaration of Independence guarantees our right to pursue it. But are we doing it right? Historian Caroline Winterer argues that what the founding fathers meant was public happiness, the need for citizens to work collectively toward a robust democracy. ""Only public happiness,"" she explains, ""creates the umbrella of stability under which we can pursue private happiness.""",,17967,2018-11-01T01:13:30+00:00,"['politics', 'Social Science', 'social change']",,Caroline Winterer,,{},
https://www.ted.com/talks/jennifer_allison_art_and_awe_as_healing,Art and awe as healing,"For artist Jennifer Allison, everyday sounds can be overwhelming, certain clothes feel like rubbing against a cactus, and the number four is always royal blue. Allison suffers from a neurological condition called Sensory Processing Disorder (SPD), which causes her brain to react to stimuli in illogical and sometimes painful ways. Through her wild, yet intimate life story, Allison shares her attempts to cope with SPD, and how rediscovering art saved her life and transformed her world ""from pain and chaos to mesmerizing awe and wonder.""",,17892,2018-05-04T20:38:54+00:00,"['art', 'happiness', 'Senses']",,Jennifer Allison,Artist,{},
https://www.ted.com/talks/amelia_laytham_rediscovering_heritage_through_dance,Rediscovering heritage through dance,"Choosing to shed her language, accent, traditions and culture in order to assimilate in the United States as a teenage immigrant, it wasn't until Amelia Laytham embraced her Indonesian heritage through dance that she felt truly at home. With two other members of the Modero Dance Company, she performs a traditional Balinese Birds of Paradise dance to prove that it's possible to live in duality and still be a whole.",,17690,2018-05-04T20:21:46+00:00,"['dance', 'culture', 'family']",,Amelia Laytham,Indonesian dancer,{},
https://www.ted.com/talks/joan_c_williams_we_won_t_fix_us_politics_until_we_talk_about_class,We won't fix US politics until we talk about class,"Class has always been a taboo subject but much of what we do is influenced by it, from the coffee we drink to the candidates we vote for. Legal scholar Joan C. Williams explains why the cultural chasm created by class conflict is at the root of US political polarization and provides some pointers on how to step back from the brink.",,17639,2018-10-30T18:48:10+00:00,"['Social Science', 'democracy', 'social change', 'politics', 'United States']",,Joan C. Williams,Class Scholar,{},
https://www.ted.com/talks/emilie_weight_3_things_i_learned_from_my_intellectually_disabled_son,3 things I learned from my intellectually disabled son,"As a mother with a son affected with Fragile X syndrome -- a genetic disorder -- Emilie Weight believes that a diagnosis of disability can create opportunity, not despair. Her son's differences compelled her to question her inner self and her role in the world. With this new mindset she discovered his true superhero qualities when she stopped treating him like a patient and started treating him like a partner, leading her to three essential tools for how to approach life.",,17638,2018-01-30T22:15:28+00:00,"['parenting', 'disability', 'children', 'life']",,Emilie Weight,Patient advocate,{},
https://www.ted.com/talks/mahir_can_isik_how_companies_predict_fashion_trends_and_kill_individuality,How companies predict fashion trends and kill individuality,"Apparently, popularity can be predicted and companies are buying it. Increasingly, fashion brands are relying on trend forecasting agencies in order to create the ""next big thing."" However, fashion buyer Mahir Can Işik says these predictions are putting creativity at the risk of irrelevance. (Currently, more than 12,000 brands get their predictions from the same agency.) Işik calls for a renaissance of self-expression and individuality in order to break free from the sterile suggestions of forecasters.",,17073,2018-01-08T14:18:25+00:00,"['fashion', 'design', 'creativity', 'business']",,Mahir Can Işik,Rebel with a cause,{},
https://www.ted.com/talks/dragana_rogulja_how_artificial_light_affects_our_health,How artificial light affects our health,"In the last century, our sleep patterns have been heavily influenced by artificial light sources. (Think about your smartphone.) In this instructive talk, sleep researcher Dragana Rogulja outlines the damage this does to our health and suggests some ways to combat the problem.",,16789,2019-06-03T18:51:53+00:00,"['sleep', 'evolution', 'environment', 'health', 'science']","['English', 'Русский']",Dragana Rogulja,Assistant Professor of Neurobiology,"{'0:00': 'In case you didn\'t know, 2015 is the International Year of Light. So, I thought I\'d tell you just a little bit about the impact of light on our health. My lab uses fruit flies to study sleep and wake patterns, but what I want to talk today is primarily light and its impact on health. So, of course, we live on this planet that spins around its axis as it\'s orbiting the Sun. As a consequence of that, one of the basic facts of life on Earth is that you\'re exposed to light-dark cycles every single day. Here you see the side of the Earth that\'s facing the Sun, is light, and the other one is dark, and actually, I think we have so much light here that the dark side is kind of washed-out. But if the light was a little bit lower, you could see that there are lights all over the places on Earth, at least where there\'s solid ground, just not above water. And that\'s maybe a little bit more clear from this picture which is a composite Google image of Earth from above, at night, and I think that this is a really stunning image. It\'s stunningly beautiful, but it\'s also stunning to think about the amount of light that we\'re enveloping the Earth on, and, at the time of day when, for pretty much all of our evolutionary history, the Earth has been dark. There\'s this funny story that I don\'t know if it\'s true, but I like it, I think it\'s a good story, where in 1994, in LA, police started getting reports of people seeing a strange white cloud in the sky, and they didn\'t know what this was. They wondered if they should be worried. It turned out LA had just suffered a major earthquake which resulted in citywide blackouts. So, many people for the first time in many years, or perhaps the first time in their lives, had an unobstructed view of the night sky. In fact, what they were seeing was not a trail from some alien spaceship, but it was a glimpse of our own home galaxy, the Milky Way. This may sound quite incredible to you until I show you this next picture. Here\'s a picture that this guy, Todd Carlson, from Canada, took of his house, a fairly typical-looking house, a typical-looking sky, at least for those of us living in Boston, or surrounding areas. You can even make out some stars in the sky. In 2003, there was a blackout that affected large parts of the United States and Canada, and Todd Carlson lost his electricity, and he was smart enough to take a picture of his house at that time, and this is what it looked like. And again, here you can see this strange, white cloud in the sky which is the Milky Way. The lights that we are producing as humans, due to our ingenuity, are wiping out, basically, our view of these millions of stars in the sky. So, if we think about that, this is certainly a shame, because there are a few things that are more magnificent than a view of the night sky. But we should also think about what is this doing to our health if we\'re flooding ourselves with this amount of light pollution? So I want to I tell you that all throughout your bodies, in all of your organs, you have biological clocks that keep you in sync with the light-dark cycles of your environment that result from the Earth\'s rotation. And in your heads you have a master clock, a main clock that synchronizes all of these other clocks in your bodies. The way that this works is that light travels from a source, such as the Sun, or an artificial light source, through your eyes, and that light information is then conveyed to the brain, to the master clock that\'s in a part of your brain called the suprachiasmatic nucleus, or the SCN. So in your eyes you of course have cells that help you see the stars, that help you form visible imagery. But you also have cells that are not a part of the visual-forming pathways, but rather their role is to capture light information and basically convey it to the brain, to tell the brain what time of day it is. So, how can I convince you that you have this clock? Well, if I closed you in a dark room where you would have no external source of light, no alarm clocks, no clocks of any kind, you would still retain rhythmic sleep and wake patterns at least for a little while, because your clock was previously trained to light-dark cycles and one of the main functions of the clock is to regulate behavioral rhythmicity. This, of course, is not an experiment that many of you would be willing to subject yourselves to, but, fortunately, there\'s an experiment that most of us have participated in, which is traveling across time zones. So, I like this quote that says, ""When you travel from America to Europe, your soul takes about three days longer to get there."" And I know this is certainly true when I travel from here to Serbia, my home country. It does take me several days basically, to feel normal, to feel aligned with the population that\'s living there. And this is because your clock takes a few days to get realigned with this new schedule. And, if you think about this, this makes sense, right? So, for pretty much all of our history, except for a blink of an eye, in our evolutionary history, nobody had a way of hopping from one continent to the other in a matter of hours. We\'re changing time zones so quickly, and in this case, nature\'s not really keeping up with what we are capable of doing. So, what is this clock? And why is it important to think about light? The clock is a molecular oscillator, the details here are not important at all, I don\'t want you to look at the names of these things on the board, but I want to point out that the clock is essentially the same in animals such as fruit flies, which my lab uses in our studies, and in mammals like mice or humans. And the first glimpses of the clock, the components of the clock, and the way that it ticks were gained in the fly, actually. What I want to stress here is that the clock is tuned by light. Some of the components of this clock are actually degraded, directly degraded by light. So, that results in the state of the clock essentially oscillating throughout the day and night. You can imagine if the composition of the clock, if some of the components are degraded, the composition of the clock will change between day and night. And then the outputs of the clock between day and night will be different. So, for instance, during the day, the state of your clock is such that you are suppressing production of melatonin, which is the hormone that helps you fall asleep, but also has other functions, such as anti-cancer and antioxidant properties. So light. Let\'s talk about blue light a little bit. When you\'re outside during the day, you\'re, of course, exposed to sunlight which consists of different wavelengths of light. But the one that\'s particularly important is blue light, because of its effect on our clock. Blue light also directly elevates your mood, it boosts your attention and your alertness. So blue light during the day is very, very good, and I\'d say that most of us don\'t spend enough time in a bright light outside. You should be for 30 to 60 minutes outside in bright light, so put some sunscreen on and go outside. The flip side of this is that when you come home at night I would dare guess that pretty much none of us spend the rest of the day when we come home, in darkness, and we\'re not in tune with the natural light and dark cycles, right? So, what we do normally is we use our computers, smartphones, tablets; we are in rooms that have high amounts of LED light. And, in particular, what\'s really bad is that these devices are very, very rich in blue light. So, what you\'re doing, every evening, when you\'re using these devices is you\'re essentially tricking your clock into thinking that it\'s still day. And since the clock during day and blue light suppress melatonin production, you\'re essentially doing that at night. Now, I\'m not naive enough to suggest you never use your computer at night, I know I wouldn\'t abide by that. But one thing that you can do, is you can turn the brightness of your screen in the evening, you can download programs that filter some of the blue light or you can use glasses that block some of the blue light. I have a little bit of news for you that maybe you\'ll perceive as bad, but I think it\'s actually very good, which is that you are very much like these guys. So, this is a close-up of a fruit fly, and you may not like if I tell you that you are like these guys. But think about it for a second, this is very good for us because now we can use these animals as a model system to understand more about sleep biology, and how light influences our clock and our health, and this is what my lab is doing. So, they sleep just like we do, they sleep at night. If we deprive them of sleep, then they crash the next day during the time they would normally be active. If we deprive them of sleep for a long time, they die; so sleep is very important for them. The same genes that regulate sleep in humans regulate sleep in flies. And when they\'re asleep they\'re disconnected, at least to a large degree, disconnected from their environment, just like we are. So, if these guys are sleeping, you need a stronger intensity stimulus to get them to react than when they\'re awake. So same thing that happens to you of course, when you\'re asleep. Two people in my lab: a postdoc, Iris Titos Vivancos and a PhD student, Michelle Frank, are asking exactly what is this barrier that\'s established in the brain that prevents sensor information from coming through during sleep? How can your same physical brain exist in two fundamentally different states? So now we\'re engaged, for instance, here I\'m speaking to you, I\'m engaged, I\'m aware of you, of my surroundings, I\'m aware of my internal state; but tonight when I go to sleep, I will be in a completely different state. And another thing that we\'re asking which is relevant to what I talked about, to light, is how light coming through the eye is regulating sleep and wake patterns? A PhD student in my lab, Bryan Song, is asking exactly this, What Bryan can do is, he can-- you can see that flies have these big eyes that take up a large part of their head. What Bryan can do is he can actually trick the cells in the eye into thinking they\'re seeing light, even when they\'re not. And this results in animals having trouble falling asleep, so it takes them about an hour and a half longer to fall asleep. You can imagine that now we can use this as a model organism to understand what it is that happens in the brain when it\'s getting light information and how this is interfacing with sleep and wake centers in the brain. And so one final thing I want to tell you is well, first I want you to think again for a moment about our evolutionary history. We evolved without alarm clocks, without any external source of information of the time of day, and we\'ve developed this way that keeps us in sync with our environment. But what we\'re exposing ourselves to every day now is very much interfering with that natural system, and I think it\'s really something to think about. So when people tell you that too much light exposure at night is not good, unfortunately, they are actually right. And the last thing I want to say is please support basic science, because this is important for all of us, and this is the way forward, I think. (Applause)'}",
https://www.ted.com/talks/leticia_gasca_una_nueva_manera_de_hablar_del_fracaso_en_los_negocios,Una nueva manera de hablar del fracaso en los negocios,"¿Qué pasa con los negocios que fracasan? En esta charla práctica, la autora y emprendedora Leticia Gasca llama a todos los emprendedores a compartir sus historias de los proyectos que no funcionaron. Para mejorar el desarrollo de los negocios, propone que reemplacemos la moda de ""fracasar rápido"" por la nueva idea de ""fracasar conscientemente"".",13:02,16717,2018-08-23T14:49:48+00:00,"['business', 'entrepreneur', 'failure', 'communication', 'personal growth']","['English', 'Español']",Leticia Gasca,"Author, entrepreneur","{'00:05': ""If we were to travel to the past, to the year 800 BCE, we would see that the Greeks, by law, forced failed businesspeople to sit in the marketplace with a basket on their heads, so that everyone had a clear idea as to the state of their business. In premodern Italy, owners of failed businesses that had outstanding debts were taken, completely nude, to the public plaza, where they had to hit their backside against a rock while a crowd jeered at them. In 17th-century France, failed business owners were carried to the center of the marketplace, where the beginning of their bankruptcy was announced publicly. To avoid being immediately taken to jail, they had to wear a green beret so everyone knew they were a failure. Of course, these are extreme cases, but it's important to refer to the past to remember that when the laws are too punishing to failed entrepreneurs, it disincentivizes the creation of new businesses and innovation, which are the engines of economic growth of any country."", '01:22': ""Fortunately, time has passed, and now we don't publicly humiliate entrepreneurs who fail. Still, it's not common to see big business figures publish the details of their mistakes on social media. I think everyone here can relate to the pain you feel when a project fails. But that doesn't mean we share the details of those experiences with our friends. And I understand perfectly -- I've been there, too. I had a business that failed horribly. It was a very painful experience and sharing it was very difficult. In fact, sharing it took seven years, a good amount of vulnerability and the company of my friends. This is the story of my failure."", '02:13': 'When I was at college studying business, I met a group of indigenous women who lived in a very marginalized rural community in Puebla, a state in the center of Mexico. They created beautiful handmade crafts. So when I met them and became familiar with their work, I decided that I wanted to do something to help them. And I did everything just like they had taught me at business school back then: I partnered with my friends; we procured funding; we spent a lot of time building the business and training the artisans.', '02:50': ""But we soon realized that we were rookies. The truth is, the crafts didn't sell -- or better yet, we didn't know how to sell them -- and the business plan we had made wasn't realistic. We worked for years without salary, waiting for a miracle to happen, hoping that magically, a huge buyer would appear and make the business profitable and prevent the entire project from dying. But in the end, the miracle didn't happen. We had to close the business and that broke my heart, because I began the whole project in order to have a positive impact on the life of the artisans, and I felt that I had actually had a very negative impact. I felt so guilty about what happened that for years I hid it from my résumé and from my conversations."", '03:49': 'Some time later, I was out with some entrepreneur friends, and the topic of failure came up. I took the risk and confessed to them the story of my failed business that I had kept a secret for so many years. To my surprise, my friends had similar stories. And at that moment, something became very clear in my mind: I hung out with total failures!', '04:16': '(Laughter)', '04:18': ""No, but seriously, that day I realized that we all have hidden failures. Tell me if that's not true."", '04:26': '(Audience responds)', '04:28': 'That night, I realized that sharing your failures publicly makes you stronger, not weaker. Actually, for me, it was like an exorcism. It was like a weight was lifted off of me; I had nothing to hide anymore. That night, I also realized that being open to this new place of my vulnerability helped me connect with others in a much deeper and authentic way. As a result of that experience, of sharing stories of businesses that didn\'t work, we decided to create an event series so that other people could also share their stories of failed businesses. We called it ""FuckUp Nights."" And some time later, we created the Failure Institute --', '05:10': '(Laughter)', '05:11': ""the name is awesome -- the Failure Institute. It's a research center dedicated to the study of failure and its consequences on people, businesses and society. It's been really surprising and gratifying to find that when an entrepreneur gets up on stage to tell the story of their failed business, it's not a cause for humiliation or shame, as it usually was in the past. Actually, it's an opportunity to share lessons and generate empathy. We've also found that when members of the same team get together to share their stories of failure, something magical happens: collaboration becomes easier, and the bonds become stronger."", '05:58': ""In fact, over the course of the events and the research, we've found surprising things. Perhaps among my favorites are the differences between men and women when they're faced with failure. The most common behavior among men after closing their business is to open another business but in a different sector within a year, while among women, it's more common to look for a job and postpone creating a new business for the future. Our hypothesis is that this can be attributed to women's tendency to suffer more from impostor syndrome; that is, we feel like we're lacking in some way in order to be true entrepreneurs. However, I've seen that many times, we have everything necessary, and all that's missing is that we risk taking the first step. And in the case of men, it's more common that they feel they have the necessary knowledge and they just need to apply it in another place where they'd have more luck."", '06:58': ""We've also found that there are interesting regional differences in terms of the way in which entrepreneurs recuperate after the failure of our business. For example, on the European continent, it's much more common that entrepreneurs seek out a therapist to recuperate emotionally. On the other hand, on the American continent, the most common behavior is to seek out education and training."", '07:23': ""Another finding that's really changed my life is the profound impact that public policy has on the way in which entrepreneurs decide to close their business and recuperate from the experience. For example, in my country, Mexico, the regulatory framework for closing a business is so strict that closing a business in compliance with the law can take too much time and too much money. Let's start with the money part. If things go well, if your business isn't involved in big problems, if you don't have any issues with suppliers like outstanding debts, closing a business will cost you US $2,000. which in my country is a considerable amount of money. Someone who earns the minimum salary as of 2018 would have to work 15 months to come up with that money. And with respect to time, on average, closing a business takes two years. As we know, in Mexico and in many other places in the world, the average life expectancy of a business is two years. So what happens when the life expectancy of a business is so similar to the amount of time it will take you to close it if it doesn't work? Of course, this disincentivizes the creation of new businesses and promotes the informal economy. In fact, econometric research has shown that the less time and money needed to close a business, the greater the creation of new business."", '08:59': 'So in 2017, we decided to present a series of public policy recommendations for the law that governs the closing of businesses. For a year, we worked with the Association of Entrepreneurs and with the Mexican congress, and the good news is that we managed to change the law.', '09:17': '(Applause)', '09:25': ""The idea is that once the new legislation goes into effect, entrepreneurs will be able to close their business via an online process, which will be much more accessible to everyone and shorter. The truth is, when I look back and remember that night when my friends and I confessed our failures to each other six years ago, I'm surprised, because at that moment, our intention was very simple: the only thing we wanted to do was put the subject of failure on the table so more friends could see that this was a topic to be talked about. It's not a time for humiliation as in the past, nor is it a cause for celebration, as some people say."", '10:08': 'In fact, I\'ll admit that when I hear students or people from Silicon Valley brag about failing fast or frequently, as if closing a business were no big deal, the truth is, it worries me a lot. And it worries me because I think that behind the mantra of failing fast, or ""fail fast"" as they say in Silicon Valley, there\'s a dark side. On one hand, when we insist to entrepreneurs that failing fast is the only option, it\'s possible that we\'re promoting mediocrity -- that entrepreneurs don\'t give their maximum effort, and that they give up when faced with the most minor difficulty. I also think that when we talk about failing fast, we\'re minimizing that negative impact that closing a business has. Of course, I believe failing fast is a great way to accelerate learning and avoid wasting time. But we can\'t deny the negative consequences that exist behind the death of a business.', '11:06': 'For example, when my social enterprise failed, the worst part was going back to the indigenous community and confessing to the artisans that the project had died, and that I was responsible. For many, this could have been viewed as a learning opportunity. The truth is that the death of this business meant that the artisans would lose income that they desperately needed.', '11:33': 'So today, I\'d like to propose an idea. I\'d like to propose that just as we put aside the idea of publicly humiliating entrepreneurs who fail, we should also put aside the idea that to fail fast is always best. Instead, I want to propose a new mantra: fail with awareness, or ""fail mindfully"" -- experience with full attention the entire process that closing a business involves. Remember that businesses are not entities that magically appear and disappear. Businesses are made up of people. And if a business project fails, surely, some of those people will lose their jobs or lose money. And in the case of social enterprises or green businesses, when they fail, surely the closing of the project will have a negative impact on the communities or ecosystems they were intended to benefit.', '12:30': 'But what do I mean by ""fail mindfully""? For me, it means being aware of the impact that closing a business has, being aware of the lessons learned, and above all, being aware of the great responsibility to share those lessons with the world.', '12:56': 'Thank you.', '12:57': '(Applause)'}",
https://www.ted.com/talks/johnny_staats_a_mandolin_master_s_tribute_to_keeping_your_day_job,A mandolin master's tribute to keeping your day job,"By day, Johnny Staats is a UPS package car driver. The rest of the time, he is a world-class bluegrass mandolin, guitar, and violin player. In this short and charming interview, he explains why he kept his day job between shows at the Grand Ole Opry, and how he incorporated his life's passion into his life's work. Followed by infectious bluegrass with electric fingers, he raises a salute to those who follow both dreams and reality.",,16674,2018-05-04T19:46:14+00:00,"['performance', 'music', 'culture']",,Johnny Staats,Bluegrass virtuoso,{},
https://www.ted.com/talks/siawn_ou_the_art_of_letting_go_of_the_floor,The art of letting go...of the floor,"Aerial flips seem like a counterintuitive skill for Siawn Ou, whose professional and personal life is based on managing and diminishing risk. Through twists and turns, Ou demonstrates how high risk can also lead to great reward and in the end, may be the best investment.",,16559,2018-07-30T20:56:27+00:00,"['investment', 'business', 'work']",,Siawn Ou,Movement Enthusiast,{},
https://www.ted.com/talks/andrew_winston_the_big_pivot,The Big Pivot,"Warning signs of advancing climate change abound. Extreme weather, scarcity, and the rising cost of commodities foreshadow what might be ahead. Can we alter this perilous trajectory? Andrew Winston thinks we can, but to do so we must fundamentally shift the way business functions.",,16542,2018-07-30T21:19:18+00:00,"['climate change', 'business', 'environment']",,Andrew Winston,Green business strategist,{},
https://www.ted.com/talks/sonia_livingstone_parenting_in_the_digital_age,Parenting in the digital age,How can parents ensure their children have a healthy relationship with technology? Social psychologist Sonia Livingstone suggests that the key lies in embracing technology alongside children -- and lays out a practical roadmap for how to get there.,,16449,2020-01-24T12:53:37+00:00,"['parenting', 'computers', 'children', 'technology', 'family']",,Sonia Livingstone,Social psychologist,{},
